InstanceID,MaritalStatus,ApplicationMode,Course,DaytimeEveningAttendance,ApplicationOrder,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,PreviousQualificationGrade,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,International,AgeAtEnrollment,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Class
Student_00135,1,43,9238,1,1,1,1,38,37,9,7,130.0,133.2,0,0,0,1,0,0,0,20,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,2
Student_00136,1,1,9670,1,1,1,1,1,38,3,9,117.0,109.3,0,0,1,0,0,1,0,19,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,0
Student_00137,1,17,9670,1,1,1,1,19,19,5,5,120.0,113.0,1,0,0,1,0,0,0,20,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,2
Student_00138,1,1,9773,1,1,1,1,1,1,141,175,153.0,157.9,0,0,1,1,0,1,0,18,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,2
Student_00139,1,1,9500,1,2,1,1,19,1,4,7,117.0,112.1,0,0,0,1,0,1,0,20,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,1
Student_00140,1,18,9500,1,1,1,1,19,1,4,8,178.0,174.7,0,0,0,1,0,0,0,18,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,2
Student_00141,1,1,9500,1,5,1,1,37,37,9,9,129.0,128.8,1,0,0,1,0,0,0,19,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,2
Student_00142,1,1,9773,1,6,1,1,19,1,4,4,116.0,110.1,1,0,0,1,0,1,0,19,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,NA,0.5,1.79,2
Student_00143,1,51,9147,1,1,1,1,3,1,3,3,99.0,99.7,1,0,1,0,0,0,0,22,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,1
Student_00144,1,1,9238,1,3,1,1,1,12,9,10,135.0,121.0,1,0,0,1,0,1,0,19,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,2
Student_00145,1,1,9500,1,3,1,1,19,19,9,7,141.0,131.7,1,0,0,1,0,1,0,19,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,2
Student_00146,1,17,9853,1,5,1,1,37,38,5,6,132.0,119.1,1,0,0,1,0,1,0,19,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,2
Student_00147,1,1,9254,1,4,1,1,12,19,9,9,132.0,124.7,1,0,0,1,0,0,0,19,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0
Student_00148,1,17,9254,1,1,1,1,1,37,9,10,113.0,117.2,1,0,0,1,0,0,0,20,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,0
Student_00149,1,1,9147,1,1,1,1,3,19,2,10,134.0,128.8,0,0,0,1,0,0,0,18,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,2
Student_00150,1,1,9500,1,1,1,1,1,19,9,9,136.0,131.5,0,0,0,1,0,1,0,20,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,2
Student_00151,1,1,171,1,1,1,1,3,37,2,8,136.0,121.7,1,0,0,1,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
Student_00152,1,1,9085,1,1,1,1,1,38,4,7,129.0,123.4,0,0,0,1,0,0,0,19,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,2
Student_00153,1,17,9853,1,1,1,1,38,38,7,6,138.0,124.7,1,0,0,1,0,0,0,18,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,1
Student_00154,1,1,9853,1,1,1,1,37,37,9,9,137.0,132.8,1,0,0,1,0,0,0,18,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,2
Student_00155,1,43,9853,1,1,1,1,3,37,2,5,115.0,108.7,1,0,0,1,0,0,0,21,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,0
Student_00156,1,1,9853,1,1,1,1,38,37,6,6,129.0,138.1,0,0,0,1,0,0,0,19,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,0
Student_00157,1,1,9147,1,1,1,1,38,38,9,9,131.0,126.5,0,0,0,1,0,1,0,18,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,2
Student_00158,1,17,9238,1,2,1,1,1,37,7,9,133.0,127.4,1,0,0,1,0,1,0,18,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,2
Student_00159,1,1,9238,1,3,1,1,19,1,9,10,125.0,123.6,1,0,0,1,0,0,0,20,0,6,10,4,NA,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,2
Student_00160,1,39,8014,0,1,NA,1,1,19,6,8,120.0,122.0,0,0,0,1,0,1,0,24,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,2
Student_00161,1,1,9670,1,1,1,1,19,1,4,1,128.0,118.2,0,0,0,1,0,0,0,NA,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,0
Student_00162,1,1,9500,1,1,1,1,19,37,9,7,127.0,123.9,1,0,0,1,0,1,0,18,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,2
Student_00163,1,1,9500,1,2,1,1,19,19,9,9,134.0,125.8,1,0,0,1,0,0,0,18,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,2
Student_00164,1,17,9853,1,5,1,1,12,12,4,4,132.0,123.3,1,0,0,1,0,0,0,21,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,0
Student_00165,1,17,9670,1,2,1,1,1,19,5,4,124.0,124.4,0,0,0,1,0,0,0,19,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,2
Student_00166,1,17,9773,1,1,1,1,19,37,7,7,133.1,126.0,0,0,0,1,0,1,0,19,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,2
Student_00167,3,39,9003,1,1,1,1,1,37,6,6,170.0,170.0,0,0,1,1,0,0,0,47,0,1,1,0,NA,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
Student_00168,1,17,9238,1,3,1,1,19,19,7,8,125.0,121.5,0,0,0,1,0,0,0,19,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,2
Student_00169,1,39,9500,1,1,3,1,2,2,1,1,130.0,130.0,0,0,0,1,0,0,0,29,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,2
Student_00170,1,43,9238,1,1,1,1,19,19,4,8,125.0,117.0,1,0,0,1,0,0,0,21,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,0
Student_00171,1,39,9085,1,1,1,1,37,19,9,7,130.0,130.0,1,0,0,1,0,0,0,28,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,1
Student_00172,1,17,9556,1,2,1,1,37,37,3,10,133.1,108.0,0,0,0,1,0,0,0,20,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,2
Student_00173,1,17,9500,1,1,NA,1,2,38,4,5,131.0,132.3,1,0,0,1,0,0,0,19,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,2
Student_00174,1,42,8014,0,1,1,1,19,2,4,6,150.0,148.0,0,0,0,1,0,0,0,26,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,2
Student_00175,1,17,9254,1,2,1,1,37,37,9,8,125.0,122.6,1,0,1,0,0,0,0,20,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,0
Student_00176,1,1,9670,1,1,1,1,37,37,9,9,131.0,123.0,1,0,0,1,0,1,0,18,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,1
Student_00177,1,39,9853,1,1,1,1,37,19,9,5,130.0,102.5,0,0,0,1,0,0,0,27,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,2
Student_00178,1,1,9500,1,2,1,1,34,34,90,90,123.0,113.3,1,0,0,1,0,0,0,20,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,0
Student_00179,1,1,9853,1,5,1,1,37,19,9,5,141.0,133.0,1,0,0,1,0,0,0,18,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,0
Student_00180,1,7,9500,1,1,3,1,1,1,9,5,140.0,140.0,0,0,0,1,0,0,0,33,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,0
Student_00181,1,43,9853,1,1,1,1,3,1,3,3,140.0,128.3,1,0,0,1,0,0,0,35,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,2
Student_00182,1,44,9991,0,1,39,1,37,19,9,8,140.0,140.0,0,0,0,1,0,1,0,26,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,1
Student_00183,1,39,9773,1,1,19,1,19,19,3,4,133.1,104.0,0,0,1,0,0,0,0,27,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0
Student_00184,1,18,9070,1,3,1,1,1,37,5,5,131.0,122.3,1,0,0,0,0,0,0,19,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
Student_00185,1,17,9254,1,2,1,1,1,19,4,6,143.0,135.0,0,0,0,1,0,0,0,20,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
Student_00186,1,18,9147,1,2,1,1,3,3,5,7,132.0,119.1,1,0,1,0,0,0,0,20,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,0
Student_00187,1,43,9238,1,1,1,1,1,37,5,9,143.0,126.6,0,0,1,0,0,0,0,21,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,1
Student_00188,1,17,9500,1,3,1,1,38,1,9,4,141.0,129.0,1,0,0,1,0,1,0,18,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,2
Student_00189,1,39,9085,1,1,1,1,1,19,9,9,133.1,162.3,1,0,0,1,0,0,0,24,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,0
Student_00190,1,17,9070,1,4,1,1,1,3,4,1,148.0,163.4,1,0,0,1,0,0,0,20,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,2
Student_00191,1,1,9254,1,1,1,1,19,38,9,8,125.0,121.5,0,0,0,1,0,1,0,21,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,2
Student_00192,1,1,8014,0,1,1,1,1,37,7,3,120.0,122.8,0,0,0,1,0,0,0,23,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,1
Student_00193,1,39,9147,1,1,1,1,12,3,4,3,140.0,118.0,1,0,0,1,0,0,0,24,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Student_00194,1,51,9853,1,1,1,1,1,1,4,10,139.0,134.0,0,0,0,1,NA,0,0,21,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Student_00195,1,1,9500,1,4,1,1,38,38,9,8,142.0,129.8,1,0,0,1,0,0,0,18,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,2
Student_00196,1,39,9991,0,1,40,1,19,1,3,4,130.0,152.0,1,0,0,1,0,0,0,27,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Student_00197,1,18,9500,1,6,1,1,37,37,5,5,126.0,122.8,1,0,0,1,0,0,0,18,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,2
Student_00198,1,7,9119,1,1,3,1,3,2,2,2,150.0,150.0,0,0,0,1,0,0,0,35,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,0
Student_00199,1,1,9853,1,1,1,1,19,19,3,8,130.0,131.8,0,0,0,1,0,0,0,18,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,2
Student_00200,1,39,9500,1,1,1,1,1,3,175,121,120.0,105.9,0,0,0,1,0,0,0,35,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,1
Student_00201,1,1,9085,1,1,1,1,1,1,4,7,138.0,NA,1,0,0,1,0,0,0,19,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,2
Student_00202,1,1,9238,1,4,1,1,19,19,4,0,127.0,127.4,1,0,0,1,0,0,0,20,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,2
Student_00203,1,1,9500,1,4,1,1,19,19,7,7,140.0,129.5,1,0,0,1,0,0,0,18,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,2
Student_00204,1,44,9238,1,1,39,1,38,38,5,10,130.0,126.7,0,0,1,NA,0,0,0,21,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,2
Student_00205,NA,17,9238,1,2,1,1,19,37,9,8,128.0,116.5,0,0,0,1,0,1,0,18,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,2
Student_00206,1,1,9238,1,1,1,1,34,34,0,0,132.0,119.1,1,0,0,1,0,0,0,18,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,2
Student_00207,1,1,9500,1,2,1,1,19,38,9,9,149.0,126.5,1,0,0,1,0,0,0,18,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,2
Student_00208,1,1,9773,1,4,1,1,3,19,1,4,155.0,149.8,1,0,0,1,0,1,0,18,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,2
Student_00209,1,1,9085,1,1,1,1,19,1,8,7,120.0,115.1,1,0,0,1,0,0,0,19,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,2
Student_00210,1,39,9254,1,1,19,1,3,19,2,3,133.1,124.5,0,0,0,1,0,1,0,36,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,0
Student_00211,1,1,9500,1,2,1,1,38,1,7,4,131.0,128.3,1,0,0,1,0,1,0,18,0,8,8,7,12.642857142857142,0,0,8,8,7,NA,0,12.7,3.7,-1.7,2
Student_00212,1,1,9500,1,1,1,1,37,37,9,9,149.0,136.0,0,0,0,1,0,1,0,18,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,2
Student_00213,1,43,9130,1,1,1,1,1,3,9,2,140.0,140.0,1,0,0,1,0,1,0,20,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,2
Student_00214,1,39,9991,0,1,1,1,37,37,9,9,133.1,126.3,0,0,0,1,0,1,0,26,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0
Student_00215,1,43,9773,1,1,1,1,1,1,4,5,122.0,126.9,0,0,0,1,0,0,0,21,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,2
Student_00216,1,39,9556,1,1,40,1,1,1,4,5,130.0,145.0,0,0,0,1,0,0,0,25,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,1
Student_00217,1,18,9147,1,1,1,1,19,3,5,5,121.0,115.8,1,0,0,1,0,1,0,19,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,2
Student_00218,NA,39,8014,0,1,1,1,19,37,8,7,120.0,100.0,1,0,0,1,0,0,0,24,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,0
Student_00219,1,39,8014,0,1,1,1,1,19,5,4,133.1,102.5,0,0,0,1,0,1,0,27,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,0
Student_00220,1,17,9085,1,1,1,1,19,37,1,3,121.0,131.5,0,0,0,1,0,0,0,21,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,0
Student_00221,1,1,9147,1,1,1,1,38,38,7,7,133.0,147.0,0,0,0,1,0,1,0,18,0,5,7,4,NA,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,2
Student_00222,2,1,9853,1,4,1,1,37,37,5,7,134.0,122.5,0,1,0,1,0,1,0,19,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,2
Student_00223,1,1,9254,1,3,1,1,1,1,3,3,115.0,117.5,1,0,0,1,0,0,0,18,0,6,9,4,NA,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,0
Student_00224,1,51,9500,1,1,1,1,19,1,5,9,127.0,150.0,0,0,0,1,0,1,0,19,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,2
Student_00225,1,18,9500,1,1,1,1,1,38,4,5,135.0,127.5,1,0,0,1,0,1,0,19,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,2
Student_00226,2,7,9991,0,1,43,1,40,5,3,3,140.0,140.0,0,0,0,1,0,0,0,33,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,11.1,0.6,2.02,2
Student_00227,2,7,9147,1,1,3,1,1,4,3,10,130.0,130.0,0,0,0,1,NA,0,0,45,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,2
Student_00228,1,1,9238,1,1,1,1,1,1,9,9,135.0,133.3,0,0,0,1,0,1,0,20,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,2
Student_00229,1,39,9670,1,2,1,1,34,34,0,0,140.0,97.0,1,0,0,1,0,0,0,28,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Student_00230,1,43,9500,1,1,1,1,1,1,5,8,120.0,112.0,1,0,0,1,0,1,0,19,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,2
Student_00231,1,1,9254,1,2,1,1,1,37,4,5,140.0,123.6,1,0,0,1,0,0,0,18,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,2
Student_00232,1,39,9254,1,1,3,1,19,19,4,6,133.1,130.5,0,0,0,1,0,0,0,38,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Student_00233,1,1,9670,1,2,1,1,1,3,4,3,135.0,133.3,0,0,0,1,0,0,0,19,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,2
Student_00234,1,1,9254,1,1,1,1,1,37,9,9,123.0,132.1,0,0,0,1,0,1,0,21,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,2
Student_00235,1,1,9147,1,1,1,1,37,1,9,10,133.1,100.0,0,0,0,1,0,0,0,21,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,0
Student_00236,1,1,9238,1,1,1,1,38,37,9,9,154.0,140.4,0,0,0,1,0,1,0,22,0,6,6,5,12.6,0,0,6,6,6,13.0,0,NA,1.4,1.74,2
Student_00237,1,1,9853,1,1,1,1,19,19,5,7,148.0,141.7,0,0,0,1,0,1,0,18,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,2
Student_00238,1,17,9238,1,2,1,1,37,37,3,9,133.0,119.7,0,1,0,1,0,1,0,NA,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,2
Student_00239,1,1,9130,1,1,1,1,19,1,9,9,126.0,122.5,1,0,0,0,0,0,0,25,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,0
Student_00240,1,39,9085,1,1,19,1,19,19,9,7,133.1,140.0,0,0,1,0,0,0,0,24,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,0
Student_00241,1,1,9500,1,3,1,1,3,1,4,4,125.0,119.4,1,0,0,1,0,0,0,19,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,1
Student_00242,1,16,171,1,1,1,1,3,3,3,3,145.0,155.0,1,0,0,1,0,0,0,24,11,17,19,11,12.909090909090908,0,9,13,15,9,13.555555555555555,0,12.4,0.5,1.79,1
Student_00243,1,1,9147,1,2,1,1,37,19,5,5,118.0,119.1,1,0,0,1,0,1,0,20,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,2
Student_00244,1,39,9147,1,1,1,1,37,1,9,1,120.0,122.7,0,0,0,0,0,0,0,25,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0
Student_00245,NA,1,9147,1,1,1,1,38,19,9,10,127.0,117.9,0,0,0,1,0,1,0,20,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,8.9,1.4,3.51,2
Student_00246,1,7,9500,1,1,3,1,19,38,5,3,130.0,130.0,0,0,0,1,0,0,0,23,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,2
Student_00247,1,17,9500,1,3,1,1,19,37,7,6,129.0,120.0,1,0,0,1,0,1,0,19,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,10.8,1.4,1.74,2
Student_00248,1,44,9003,1,1,39,1,37,37,9,10,130.0,130.0,0,0,1,0,0,0,0,29,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,0
Student_00249,1,1,9254,1,3,1,1,19,37,4,7,121.0,116.8,1,0,0,1,0,0,0,21,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,11.1,0.6,2.02,2
Student_00250,1,1,9670,1,1,1,1,19,1,9,8,136.0,123.4,1,0,0,1,0,1,0,18,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,11.1,0.6,2.02,2
Student_00251,1,1,9070,1,3,1,1,19,38,9,9,125.0,125.4,1,0,0,1,0,0,0,19,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,1
Student_00252,1,1,9773,1,3,1,1,38,37,7,7,131.0,127.2,1,0,0,1,0,1,0,18,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,8.9,1.4,3.51,0
Student_00253,1,1,9085,1,1,1,1,9,19,90,6,122.0,103.4,0,0,0,1,0,0,0,19,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,2
Student_00254,1,1,9773,1,1,1,1,37,37,9,8,127.0,123.2,1,0,0,1,0,0,0,18,0,6,12,1,11.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,1
Student_00255,1,17,9147,1,1,1,1,1,1,4,4,136.0,124.1,0,0,0,1,0,0,0,18,0,5,8,5,NA,0,0,5,6,5,10.8,0,8.9,1.4,3.51,2
Student_00256,2,39,9556,1,1,19,1,38,37,7,7,133.1,99.5,1,0,1,0,0,1,0,37,0,7,13,1,16.0,0,0,7,12,0,0.0,0,8.9,1.4,3.51,0
Student_00257,1,17,9991,0,1,40,1,37,37,6,6,127.0,124.9,0,0,0,1,0,0,0,29,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,16.2,0.3,-0.92,2
Student_00258,1,17,9070,1,3,NA,1,37,37,9,9,116.0,110.8,0,0,0,1,0,0,0,18,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,7.6,2.6,0.32,1
Student_00259,1,1,9238,1,1,1,1,1,1,9,8,121.0,118.9,1,0,0,1,0,1,0,19,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,12.4,0.5,1.79,2
Student_00260,1,43,9238,1,1,1,1,1,1,3,1,124.0,118.8,1,0,1,0,0,0,0,22,6,10,16,6,11.833333333333334,0,2,7,8,2,13.0,0,16.2,0.3,-0.92,0
Student_00261,NA,1,9254,1,1,1,1,37,38,9,7,131.0,137.0,0,0,0,1,0,1,0,20,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,2
Student_00262,1,39,8014,0,1,1,1,37,37,99,99,100.0,100.0,0,0,0,1,0,0,0,34,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
Student_00263,1,NA,9119,1,1,1,1,37,38,9,9,130.0,120.0,0,0,1,0,0,0,0,30,8,12,17,8,11.75,0,6,12,19,6,12.166666666666666,2,7.6,2.6,0.32,0
Student_00264,1,1,9238,1,1,1,1,1,1,4,4,135.0,122.8,0,0,0,1,0,0,0,18,0,6,7,6,14.0,0,0,6,7,6,14.0,0,10.8,1.4,1.74,2
Student_00265,1,1,9238,1,1,1,1,38,19,9,5,130.0,121.6,0,0,0,1,0,0,0,18,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,12.4,0.5,1.79,2
Student_00266,1,1,9773,1,2,1,1,3,1,1,3,146.0,149.2,1,0,0,1,0,0,0,18,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,2
Student_00267,1,17,9500,1,4,1,1,4,1,2,3,146.0,140.0,1,0,0,1,0,0,0,18,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,2
Student_00268,1,1,9773,1,2,1,1,38,38,9,9,154.0,133.4,1,0,0,1,0,1,0,19,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,2
Student_00269,1,1,9070,1,1,1,1,37,37,9,9,137.0,126.2,1,0,0,1,0,1,0,19,0,6,6,6,13.0,0,0,6,8,6,12.5,0,10.8,1.4,1.74,2
Student_00270,1,1,9500,1,5,1,1,1,1,9,9,151.0,127.8,0,0,0,1,0,1,0,18,0,8,8,7,13.671428571428573,0,0,8,8,7,13.671428571428573,0,12.7,3.7,-1.7,2
Student_00271,1,44,9003,1,1,39,1,37,38,4,8,150.0,150.0,0,0,0,1,0,1,0,21,0,6,9,6,12.666666666666666,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,2
